"authorId","fullName","surname","givenName","documentCount","university","city","country","topSubjectArea","orcid"
"59153768800","Ruchi Lal","Lal","Ruchi",7,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0003-4582-8488"
"57217127983","Shubham Kathuria","Kathuria","Shubham",7,"Kumaun University","Nainital","India","Energy (all)",""
"58854178500","Shrisha Singhania","Singhania","Shrisha",6,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"57873058700","Md Khalid Jamal","Jamal","Md Khalid",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59751179700","Arun Kumar","Kumar","Arun",6,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"57195296177","Siddharth Mallapragada","Mallapragada","Siddharth",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"58355941400","Rashmi Rathi Upadhyay","Upadhyay","Rashmi Rathi",6,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0003-2911-4397"
"57944325900","Tanya Liyaqat","Liyaqat","Tanya",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59023902500","Dimple Kumari","Kumari","Dimple",6,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59178668100","Gaurav Kumar","Kumar","Gaurav",6,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0002-8655-9803"
"56902460500","Nagma Irfan","Irfan","Nagma",6,"Sharda University","Greater Noida","India","Mathematics (all)","0000-0002-8953-8784"
"57209021477","Karamjeet Kaur","Kaur","Karamjeet",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58967987100","Salahuddeen Buhari","Buhari","Salahuddeen",6,"Sharda University","Greater Noida","India","Chemistry (all)",""
"57220204674","Saransh Srivastava","Srivastava","Saransh",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57349838200","KanuPriya","KanuPriya","",6,"Sharda University","Greater Noida","India","Engineering (all)",""
"58732027300","Alka Singh","Singh","Alka",6,"Sharda University","Greater Noida","India","Chemistry (all)",""
"58564244500","Nupur","Nupur","",6,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"55914374600","Hari Mohan Kansal","Kansal","Hari Mohan",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"57761702800","Austin Milward Nyoni","Nyoni","Austin Milward",6,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0003-0882-3549"
"58119752000","Aarti Gupta","Gupta","Aarti",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"59272393700","Misbah Shahid","Shahid","Misbah",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"26645234900","Simendra Singh","Singh","Simendra",6,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"57224419047","Preeti Patidar","Patidar","Preeti",6,"Sharda University","Greater Noida","India","Mathematics (all)",""
"59254757000","Adamu Mamman","Mamman","Adamu",6,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59227391900","Harminder Kaur","Kaur","Harminder",6,"Sharda University","Greater Noida","India","Computer Science (all)","0009-0006-2388-5050"
"58738972200","Saurabh Kumar","Kumar","Saurabh",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57207943321","Avinash Kumar","Kumar","Avinash",6,"Sharda University","Greater Noida","India","Social Sciences (all)",""
"59169802600","Reshu Chauhan","Chauhan","Reshu",6,"Sharda University","Greater Noida","India","Multidisciplinary",""
"58835700400","Ekta Singh","Singh","Ekta",6,"Sharda University","Greater Noida","India","Mathematics (all)",""
"58143784900","Komal Tomar","Tomar","Komal",6,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"56247256900","Shailesh Varshney","Varshney","Shailesh",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"56596299700","Shrinkhala Upadhyaya","Upadhyaya","Shrinkhala",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"37047759000","Rekha Tarasingh Rajput","Rajput","Rekha Tarasingh",6,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)","0009-0008-9963-958X"
"57275441600","Shaily Chauhan","Chauhan","Shaily",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"59347773200","Fredrick K. Saah","Saah","Fredrick K.",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"57130982100","Deepika Kandoi","Kandoi","Deepika",6,"Jawaharlal Nehru University","New Delhi","India","Agricultural and Biological Sciences (all)",""
"57217826786","Santhi Narayanan","Narayanan","Santhi",6,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0000-0001-8727-8336"
"59620776800","Sushma Singh","Singh","Sushma",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57210801269","Apurva Vashist","Vashist","Apurva",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57250362000","Manik Batra","Batra","Manik",6,"Sharda University","Greater Noida","India","Medicine (all)","0000-0001-9748-4889"
"59594111900","Durgesh Kumar","Kumar","Durgesh",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58258484800","Saloni Saloni","Saloni","Saloni",6,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"58537983200","Sakshi Deo","Deo","Sakshi",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57196712724","Rohit Chandra Joshi","Joshi","Rohit Chandra",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57665725400","Ruchi Srivastava","Srivastava","Ruchi",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"58754351600","Suraj Ghising","Ghising","Suraj",6,"Sharda University","Greater Noida","India","Engineering (all)",""
"58596274800","Stuti Gupta","Gupta","Stuti",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"58121898500","Burhan U. Din Abdullah","Din Abdullah","Burhan U.",6,"Sharda University","Greater Noida","India","Energy (all)","0009-0008-8205-5721"
"57208400855","Y. P. Singh","Singh","Y. P.",6,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0000-0003-0567-1260"
"56720575200","Swati Sharma","Sharma","Swati",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57450588400","Azra Ferheen Chaudhary","Chaudhary","Azra Ferheen",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"57711224300","Sunil Saharan","Saharan","Sunil",6,"Sharda University","Greater Noida","India","Engineering (all)",""
"58715275200","Urvi Gupta","Gupta","Urvi",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"59534627500","Aditya Gupta","Gupta","Aditya",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59532684300","Deepika Dhillon","Dhillon","Deepika",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"58725719100","Imran Khan","Khan","Imran",6,"Sharda University","Greater Noida","India","Medicine (all)","0000-0002-1428-5807"
"55723463600","Amir Riyaz Khan","Khan","Amir Riyaz",6,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"58770487400","Alvary Kefas Kwala","Kwala","Alvary Kefas",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58025728800","Ansumali Ashish","Ashish","Ansumali",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"57220704962","Abhishek Anand","Anand","Abhishek",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57210340168","Kaustubh Srivastava","Srivastava","Kaustubh",6,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59347909600","Rashi Chaudhary","Chaudhary","Rashi",6,"Sharda University","Greater Noida","India","Materials Science (all)",""
"57226667060","Nalini Kurri","Kurri","Nalini",6,"Sharda University","Greater Noida","India","",""
"58281816200","Anjali Malik","Malik","Anjali",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"58906478200","Aditi Rikhari","Rikhari","Aditi",6,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"52963331300","Puja Bansal","Bansal","Puja",6,"Sharda University","Greater Noida","India","Dentistry (all)",""
"58765804100","Jyoti Singh","Singh","Jyoti",6,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"57193232212","Pankaj Bansal","Bansal","Pankaj",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"58822721400","Ishant Kumar","Kumar","Ishant",6,"Sharda University","Greater Noida","India","Medicine (all)",""
"57208573470","Sahil Singh","Singh","Sahil",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"56405250800","Ankita Kakkar","Kakkar","Ankita",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59602437000","Ashish Gupta","Gupta","Ashish",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58913393800","Shaina Gangadharan","Gangadharan","Shaina",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"59097657200","Himanshu Pandey","Pandey","Himanshu",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57955717500","Das Anamika","Anamika","Das",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59247085600","Pallavi Sharma","Sharma","Pallavi",5,"TERI School of Advanced Studies","New Delhi","India","Engineering (all)",""
"57209472539","Disha Maheshwari","Maheshwari","Disha",5,"Sharda University","Greater Noida","India","Social Sciences (all)",""
"59243566300","Gurvinder Pal Singh","Singh","Gurvinder Pal",5,"Sharda University","Greater Noida","India","Chemistry (all)",""
"57221199404","Sakshi Tiwari","Tiwari","Sakshi",5,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57217834338","Ritu S. Sood","Sood","Ritu S.",5,"Sharda University","Greater Noida","India","Social Sciences (all)","0009-0009-2215-8339"
"57941637600","Hrithika Panday","Panday","Hrithika",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"58127175400","Muhammad Shahroz","Shahroz","Muhammad",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"58296232800","Arun Prakash Agarwal","Agarwal","Arun Prakash",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57682236800","Geethu S. Kumar","Kumar","Geethu S.",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57312427300","Lalit Chandrawanshi","Chandrawanshi","Lalit",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"58828570100","Kapil Kumar","Kumar","Kapil",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57945463200","Srijal Kunwar","Kunwar","Srijal",5,"Sharda University","Greater Noida","India","Chemistry (all)",""
"58854918900","Ishika Bhardwaj","Bhardwaj","Ishika",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"58448499000","Pradeep Kumar Aggarwal","Aggarwal","Pradeep Kumar",5,"Sharda University","Greater Noida","India","Multidisciplinary",""
"59812428500","Princi","Princi","",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57200255902","Mohini Sikarwar","Sikarwar","Mohini",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"57211538691","V. Sathiya Suntharam","Sathiya Suntharam","V.",5,"Sharda University","Greater Noida","India","Engineering (all)","0000-0002-7143-7598"
"57309548300","Shubham Kumar Singh","Singh","Shubham Kumar",5,"Sharda University","Greater Noida","India","Computer Science (all)","0009-0007-8357-6919"
"57739509200","Pragya Singh","Singh","Pragya",5,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"59251147100","Kennedy Sarangapani","Sarangapani","Kennedy",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"57236558600","Shalini Mittal","Mittal","Shalini",5,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0001-7305-1608"
"57816285100","Anshu Nanda","Nanda","Anshu",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"58612332000","Surya Pratap Gurjar","Gurjar","Surya Pratap",5,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)","0000-0002-6176-9003"
"58891631000","Sakshi Pandey","Pandey","Sakshi",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"25626393300","Vivek Kumar Pathak","Pathak","Vivek Kumar",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57192188290","Kanderp Narayan Mishra","Mishra","Kanderp Narayan",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58814850100","Anuj Kumar Maurya","Maurya","Anuj Kumar",5,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"55313916100","Dhirja Goel","Goel","Dhirja",5,"Sharda University","Greater Noida","India","Dentistry (all)","0000-0002-9582-8112"
"58650858700","Shruti Nagpal Mehta","Mehta","Shruti Nagpal",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58113776600","Saurabh Kumar Bhati","Bhati","Saurabh Kumar",5,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"57223701770","Sushila Chowdhary","Chowdhary","Sushila",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"57920977100","Aniket Singh","Singh","Aniket",5,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59265571800","Manish Kumar Sah","Sah","Manish Kumar",5,"Sharda University","Greater Noida","India","Nursing (all)",""
"58597592700","Riya Singh","Singh","Riya",5,"Sharda University","Greater Noida","India","Chemistry (all)",""
"58029242200","Nandini","Nandini","",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"56781272600","Kabita Barua","Barua","Kabita",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59940947200","Baby Ilma","Ilma","Baby",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57188844180","Uzma Manzoor","Manzoor","Uzma",5,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"58891630900","Mahak Malviya","Malviya","Mahak",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"59915592600","Supriya Saxena","Saxena","Supriya",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58709596600","Jaishankar Prasad","Prasad","Jaishankar",5,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"58026869000","Israil","Israil","",5,"Jamia Millia Islamia","New Delhi","India","Chemistry (all)",""
"57945479500","Utsav Bhusal","Bhusal","Utsav",5,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59786054100","Ayush Tripathi","Tripathi","Ayush",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"58937743700","Srishti Rai","Rai","Srishti",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57561641300","Gaddam Prathik Kumar","Kumar","Gaddam Prathik",5,"Sharda University","Greater Noida","India","Computer Science (all)","0009-0005-1150-9376"
"58168996400","Tuhina Raj","Raj","Tuhina",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58143111200","Pooja Singh","Singh","Pooja",5,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0001-6452-4901"
"57223184626","Usman Saidu","Saidu","Usman",5,"Sharda University","Greater Noida","India","Chemistry (all)",""
"58269909600","Afsar Ali","Ali","Afsar",5,"Sharda University","Greater Noida","India","Chemistry (all)","0000-0001-9539-9656"
"57223040408","Subhash Arun Dwivedi","Dwivedi","Subhash Arun",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58118592900","Aadil Ummar Zaman","Zaman","Aadil Ummar",5,"Sharda University","Greater Noida","India","Social Sciences (all)","0000-0002-6800-9031"
"56669217500","Anamika Mitra","Mitra","Anamika",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57215692953","Ritesh Kumar Dwivedi","Dwivedi","Ritesh Kumar",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"57225047881","Nidhi Sahni","Sahni","Nidhi",5,"Sharda University","Greater Noida","India","Mathematics (all)",""
"60138065500","Shah Faisal","Faisal","Shah",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57772584800","Ashish Saxena","Saxena","Ashish",5,"Sharda University","Greater Noida","India","Engineering (all)","0000-0001-8661-932X"
"59956423100","Rajakumar Perumal","Perumal","Rajakumar",5,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0002-0155-1256"
"59309116100","Nishant Upadhyay","Upadhyay","Nishant",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58262637200","Shubhendu Vikram Singh","Singh","Shubhendu Vikram",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"8365953600","Vichal Rastogi","Rastogi","Vichal",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59857256200","S. Lakshmi","Lakshmi","S.",5,"Sharda University","Greater Noida","India","Materials Science (all)",""
"58972317300","Suhail Rashid Wani","Wani","Suhail Rashid",5,"Sharda University","Greater Noida","India","Computer Science (all)","0009-0000-7418-5958"
"58830952000","Haleema Fayaz","Fayaz","Haleema",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"35790991600","undefined Gunjan","Gunjan","undefined",5,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)","0000-0001-5973-9270"
"59636529600","Anshika Singh","Singh","Anshika",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57192422082","Arif Muhammad Tali","Tali","Arif Muhammad",5,"Sharda University","Greater Noida","India","Decision Sciences (all)","0000-0003-3910-3093"
"59046575200","Manideepa Paul","Paul","Manideepa",5,"Sharda University","Greater Noida","India","Materials Science (all)",""
"56742842400","Nikhil Aggarwal","Aggarwal","Nikhil",5,"Sharda University","Greater Noida","India","Chemistry (all)","0000-0002-4492-0496"
"58483605400","Shweta Tripathi","Tripathi","Shweta",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"55699158600","Alankrita Chaudhary","Chaudhary","Alankrita",5,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57204128020","Rishibha Bhardwaj","Bhardwaj","Rishibha",5,"Sharda University","Greater Noida","India","Dentistry (all)",""
"56611442200","Vikram Singh Chauhan","Chauhan","Vikram Singh",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57216921883","Mohammad Salman","Salman","Mohammad",5,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0000-0003-2769-1297"
"59079783200","Kapil Gupta","Gupta","Kapil",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58277670500","Shalini Srivastava","Srivastava","Shalini",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57644764400","Nair Ul Islam","Islam","Nair Ul",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58478500200","Kritika Tripathi","Tripathi","Kritika",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57226008701","Saumya Kumar","Kumar","Saumya",5,"Sharda University","Greater Noida","India","Engineering (all)",""
"59180945900","Garla Venkateswarlu","Venkateswarlu","Garla",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59122634600","Balpreet Singh Madan","Madan","Balpreet Singh",5,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59156819100","Somesh Jerald Nirmal Kumar","Kumar","Somesh Jerald Nirmal",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58893879500","Richa Sharma","Sharma","Richa",5,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0002-5752-4572"
"58481510600","Pallav Prakash","Prakash","Pallav",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59426919800","Ranjana Singh","Singh","Ranjana",5,"Sharda University","Greater Noida","India","Engineering (all)","0009-0006-5251-4216"
"57225032538","Sarang Sadawarte","Sadawarte","Sarang",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58322515300","Amit Kumar","Kumar","Amit",5,"Sharda University","Greater Noida","India","Multidisciplinary",""
"59373687100","Vaishali Arora","Arora","Vaishali",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57941412900","Ritika Parashar","Parashar","Ritika",5,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"57209875538","Rohan Kumar","Kumar","Rohan",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"56947015700","Divya Singh","Singh","Divya",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"59415002900","Pranav Kapoor","Kapoor","Pranav",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"55740395900","Saumya Singh","Singh","Saumya",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58121591300","Deepa Chauhan","Chauhan","Deepa",5,"Sharda University","Greater Noida","India","Computer Science (all)",""
"8673336800","Monika Shukla Bajpai","Bajpai","Monika Shukla",5,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"59110382000","Santosh Kumar Sharma","Sharma","Santosh Kumar",5,"Sharda University","Greater Noida","India","Medicine (all)",""
"57195106498","Sanjeev Kumar Awasthi","Awasthi","Sanjeev Kumar",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"60058801700","Akhilesh Kumar Singh","Singh","Akhilesh Kumar",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58893996800","Roshni Afshan","Afshan","Roshni",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57202751429","Hiten Kalra","Kalra","Hiten",4,"Sharda University","Greater Noida","India","Dentistry (all)",""
"58080224800","Priyadarshini Srivastava","Srivastava","Priyadarshini",4,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"59180024600","Akshay Upmanyu","Upmanyu","Akshay",4,"Sharda University","Greater Noida","India","Economics, Econometrics and Finance (all)",""
"56514794600","Neeta Pandey","Pandey","Neeta",4,"Bhaskaracharya College of Applied Sciences","New Delhi","India","Materials Science (all)",""
"60187777400","Ramneet Kaur","Kaur","Ramneet",4,"Sharda University","Greater Noida","India","Engineering (all)",""
"57960011200","Amrit Muskan","Muskan","Amrit",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58768631600","Maitreyi Ranjan","Ranjan","Maitreyi",4,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"57196421893","Razia Rahman","Rahman","Razia",4,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58478195200","Devanshi Malik","Malik","Devanshi",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57218141591","Vivek Shankar Mathur","Mathur","Vivek Shankar",4,"Sharda University","Greater Noida","India","Engineering (all)","0000-0002-8042-0499"
"57207608097","Priyanka","Priyanka","",4,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"57224754679","Sandeep Kumar Anand","Anand","Sandeep Kumar",4,"Sharda University","Greater Noida","India","Materials Science (all)",""
"55149395800","Shalini Bhatia","Bhatia","Shalini",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"58681845800","Yanina Singh","Singh","Yanina",4,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57200078318","Piyush Gourav","Gourav","Piyush",4,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59588577400","Aina Mehta","Mehta","Aina",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57218307202","Gurpyari Bhatnagar","Bhatnagar","Gurpyari",4,"Sharda University","Greater Noida","India","Arts and Humanities (all)","0000-0001-7596-7935"
"59551785900","Syed Haider Mehdi Rizvi","Rizvi","Syed Haider Mehdi",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"57647829300","D. R. Soumya","Soumya","D. R.",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59383622300","Vaishnavi Yashasvi","Yashasvi","Vaishnavi",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57562220900","Kanishka Negi","Negi","Kanishka",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57205532500","Katembo Kituta Ezéchiel","Ezéchiel","Katembo Kituta",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57218138348","Monica Agarwal","Agarwal","Monica",4,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0001-9696-0257"
"16480347600","Anurag Hasti","Hasti","Anurag",4,"Sharda University","Greater Noida","India","Dentistry (all)",""
"57195366318","Mamta Mahur","Mahur","Mamta",4,"Delhi State Cancer Institute","New Delhi","India","Health Professions  (all)",""
"60143651100","Chakridhar Reddy Lokireddy","Lokireddy","Chakridhar Reddy",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59396281700","Manoj Singh Adhikari","Adhikari","Manoj Singh",4,"Sharda University","Greater Noida","India","Engineering (all)",""
"58010370000","Sourav Sarkar","Sarkar","Sourav",4,"ICAR - Indian Agricultural Research Institute, New Delhi","New Delhi","India","Agricultural and Biological Sciences (all)",""
"57190730503","Muhammad Bello Usman","Usman","Muhammad Bello",4,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"59213649400","Supriya Mahajan","Mahajan","Supriya",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"57306188700","Rohit Bharti","Bharti","Rohit",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"57764008000","Saloni","Saloni","",4,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59482589400","Imran Khan","Khan","Imran",4,"Sharda University","Greater Noida","India","Engineering (all)",""
"58143635500","Kiran Yadav","Yadav","Kiran",4,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58916753400","Abhi Akshat","Akshat","Abhi",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58854178900","Anjali Rawat","Rawat","Anjali",4,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"57847634100","Touko Tcheutou Stephane Borel","Stephane Borel","Touko Tcheutou",4,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0002-7221-322X"
"59098059900","Deepti Verma","Verma","Deepti",4,"Sharda University","Greater Noida","India","Computer Science (all)","0000-0002-0972-1109"
"57218246319","Surendra Kumar","Kumar","Surendra",4,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59211419900","Rachna Dhingra","Dhingra","Rachna",4,"Sharda University","Greater Noida","India","Social Sciences (all)",""
"59449141700","Rachna Khurana","Khurana","Rachna",4,"Sharda University","Greater Noida","India","Mathematics (all)","0009-0005-5945-4095"
"57420968600","Dhirendra Kumar Verma","Verma","Dhirendra Kumar",4,"Sharda University","Greater Noida","India","Medicine (all)","0000-0002-3954-3198"
"58001606800","Shubhangi Singh","Singh","Shubhangi",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58164786600","Namita Sharma","Sharma","Namita",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59803787300","Suman Kumar","Kumar","Suman",4,"Sharda University","Greater Noida","India","Materials Science (all)",""
"58178632200","Sushant Upendra Kumar","Kumar","Sushant Upendra",4,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"57363508800","Anshu Gupta Devra","Devra","Anshu Gupta",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"56288627100","Rita Sharma","Sharma","Rita",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"59025672200","Ashish Choudhary","Choudhary","Ashish",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"27568012000","Seema Rani","Rani","Seema",4,"Sharda University","Greater Noida","India","Energy (all)",""
"57439007300","Pingal Pritam","Pritam","Pingal",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"59562259600","Isha Singla","Singla","Isha",4,"Sharda University","Greater Noida","India","Medicine (all)",""
"57973030800","Harshit Kesharwani","Kesharwani","Harshit",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59724594200","Khagendra Nath Gangai","Gangai","Khagendra Nath",4,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0000-0002-4345-3603"
"58916453000","Hunar Sajjan Agrawal","Agrawal","Hunar Sajjan",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57221196378","Aartika Singh","Singh","Aartika",4,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"59000647300","Vanshika Choudhary","Choudhary","Vanshika",4,"Sharda University","Greater Noida","India","Computer Science (all)",""
