"authorId","fullName","surname","givenName","documentCount","university","city","country","topSubjectArea","orcid"
"59260944600","Ningombam Jyostna","Jyostna","Ningombam",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57811741200","Sarmishta Rudra Paul","Paul","Sarmishta Rudra",1,"Sharda University","Greater Noida","India","",""
"60430887400","Ritik Raushan","Raushan","Ritik",1,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59715773800","Omama Beg","Beg","Omama",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58282108200","Aman Prakash","Prakash","Aman",1,"Sharda University","Greater Noida","India","",""
"60247132100","Teleweu Kronu","Kronu","Teleweu",1,"Sharda University","Greater Noida","India","",""
"60023917600","Ishan Shrestha","Shrestha","Ishan",1,"Sharda University","Greater Noida","India","",""
"59793036200","Rashid Ali","Ali","Rashid",1,"Sharda University","Greater Noida","India","",""
"58326383800","Ridhi Arora","Arora","Ridhi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59881541300","Manisha Singh","Singh","Manisha",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58259098800","Ritvik Pant","Pant","Ritvik",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59021259300","Kaustubh Kadam","Kadam","Kaustubh",1,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59915744700","Md Tahseen Raza","Raza","Md Tahseen",1,"Sharda University","Greater Noida","India","Decision Sciences (all)",""
"60219583300","Shvaank Bhati","Bhati","Shvaank",1,"Sharda University","Greater Noida","India","",""
"59866215300","Vishakha Chauhan","Chauhan","Vishakha",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58265193100","Simi Raghuvaran","Raghuvaran","Simi",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58650413200","Mallika Pal","Pal","Mallika",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59841924100","Priyanka Chopra","Chopra","Priyanka",1,"Sharda University","Greater Noida","India","",""
"59919838900","Saloni Gayakwad","Gayakwad","Saloni",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"60216342000","Neha Reddy Alukapally","Alukapally","Neha Reddy",1,"Sharda University","Greater Noida","India","",""
"54929181000","Monika Shukla","Shukla","Monika",1,"Sharda University","Greater Noida","India","Agricultural and Biological Sciences (all)",""
"59250200700","Aparajita Adurti","Adurti","Aparajita",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"59049202400","Sandeep Kumar","Kumar","Sandeep",1,"Sharda University","Greater Noida","India","",""
"57940247100","Yatender","Yatender","",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59705896800","Antra Kadamb","Kadamb","Antra",1,"Sharda University","Greater Noida","India","",""
"58417933600","Tejveer Singh","Singh","Tejveer",1,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59713380200","Umer Farooq","Farooq","Umer",1,"Sharda University","Greater Noida","India","",""
"60021856400","Dev Singh","Singh","Dev",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60411378300","Abhinaya Pyakurel","Pyakurel","Abhinaya",1,"Sharda University","Greater Noida","India","",""
"60090887900","Priyanshu Singh","Singh","Priyanshu",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57920316500","Shubhangi Gupta","Gupta","Shubhangi",1,"Sharda University","Greater Noida","India","",""
"55542761000","Deepak Chatterjee","Chatterjee","Deepak",1,"Sharda University","Greater Noida","India","",""
"59563730100","Avik Khanna","Khanna","Avik",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58774019900","Vijay Anand","Anand","Vijay",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"58896792800","Rohit Kumar Ranjan","Ranjan","Rohit Kumar",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"60515371600","Sadiq Abubakar Maidugu","Maidugu","Sadiq Abubakar",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59716126700","Himanshi Puri","Puri","Himanshi",1,"Sharda University","Greater Noida","India","Psychology (all)",""
"59251049500","Akriti Daksh","Daksh","Akriti",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59789583600","Shashwat Ambar Pathak","Pathak","Shashwat Ambar",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59699927100","Rupendra Prakash Yadav","Yadav","Rupendra Prakash",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)",""
"59988076600","Diwakar Joshi","Joshi","Diwakar",1,"Sharda University","Greater Noida","India","Energy (all)",""
"58915827700","Emmanuel Mumbi","Mumbi","Emmanuel",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58965860700","Chika Paul Ekwueme","Ekwueme","Chika Paul",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59993307600","Tanya Arora Kochhar","Kochhar","Tanya Arora",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60198615300","Harshika Mitra","Mitra","Harshika",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59742908400","Bir Hang Limbu","Limbu","Bir Hang",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"60174452500","Lakshya Kumar Chhonkar","Chhonkar","Lakshya Kumar",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57217941556","Jyoti Mehra","Mehra","Jyoti",1,"Sharda University","Greater Noida","India","Arts and Humanities (all)",""
"60414489000","Sunil Kumar","Kumar","Sunil",1,"Sharda University","Greater Noida","India","",""
"23094330500","Veena Gupta","Gupta","Veena",1,"Sharda University","Greater Noida","India","",""
"57226277141","Sunita Sharma","Sharma","Sunita",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"59256683100","Takreem Husain","Husain","Takreem",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57375637000","Kayinath Wani","Wani","Kayinath",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58282628800","Anuj S. Chauhan","Chauhan","Anuj S.",1,"Sharda University","Greater Noida","India","",""
"59362564000","Gauri Shrivastava","Shrivastava","Gauri",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)","0009-0008-4075-0152"
"59460235900","Tarun Sirohi","Sirohi","Tarun",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"58616619400","Payal Gupta","Gupta","Payal",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59866266700","Navya John","John","Navya",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57218318570","Aditya Narayan Jha","Jha","Aditya Narayan",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58710826700","Vibhor Gupta","Gupta","Vibhor",1,"Sharda University","Greater Noida","India","",""
"57425578800","Ashok Daryani","Daryani","Ashok",1,"Sharda University","Greater Noida","India","",""
"59915040100","Nishtha","Nishtha","",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"60090888600","Ayush Kr Upadhyay","Upadhyay","Ayush Kr",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57312354900","Asha Poona","Poona","Asha",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"59037764700","N. B. Singh","Singh","N. B.",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57909273500","Bhawana Sati","Sati","Bhawana",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59038356300","Rekha Prasad","Prasad","Rekha",1,"Sharda University","Greater Noida","India","Earth and Planetary Sciences (all)",""
"60022031400","Shakshi Chauhan","Chauhan","Shakshi",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58410962500","Astitva Agrawal","Agrawal","Astitva",1,"Sharda University","Greater Noida","India","",""
"59738948000","Pranav Mishra","Mishra","Pranav",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"56829260200","Solomon Babatunde Olaleye","Olaleye","Solomon Babatunde",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57762468200","Pankaj Kumar Singh","Singh","Pankaj Kumar",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57196713030","P. Ahmed","Ahmed","P.",1,"Sharda University","Greater Noida","India","",""
"57421473200","Hari S.Gaur Dean","Dean","Hari S.Gaur",1,"Sardar Vallabhbhai Patel University of Agriculture & Technology","Meerut","India","Agricultural and Biological Sciences (all)",""
"60417962800","Hemlata Jain","Jain","Hemlata",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57220992268","Monika Sharma","Sharma","Monika",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"58101621300","Mangani D. Kazembe","Kazembe","Mangani D.",1,"Sharda University","Greater Noida","India","",""
"57226756658","Dr Dev Kumar","Kumar","Dr Dev",1,"Sharda University","Greater Noida","India","",""
"57195258405","Rajni Jaiswal","Jaiswal","Rajni",1,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"58483941000","Muskan Kundnani","Kundnani","Muskan",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"57202367303","Mbonu Chikwelu","Chikwelu","Mbonu",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)",""
"60193404100","A. Srivash","Srivash","A.",1,"Sharda University","Greater Noida","India","",""
"60414483100","Sunil Kumar","Kumar","Sunil",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60174479400","Muhammad Abba Ibrahim","Ibrahim","Muhammad Abba",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57219306865","Nomaun Rathore","Rathore","Nomaun",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"59647679000","Madhvi Tripathi","Tripathi","Madhvi",1,"Sharda University","Greater Noida","India","",""
"57958697600","Karan Malhotra","Malhotra","Karan",1,"Sharda University","Greater Noida","India","",""
"60169500100","Z. S. Madhi","Madhi","Z. S.",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"58111198100","Pramod Kr Singh","Kr Singh","Pramod",1,"Sharda University","Greater Noida","India","Materials Science (all)",""
"56661809500","Ajay Lal","Lal","Ajay",1,"Sharda University","Greater Noida","India","",""
"58810981100","Sharma","Sharma","",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)",""
"58596248200","Ravish Kumar","Kumar","Ravish",1,"Sharda University","Greater Noida","India","Energy (all)",""
"60000821100","Sehrish Nasir","Nasir","Sehrish",1,"Sharda University","Greater Noida","India","Energy (all)",""
"57224627674","Prashant Garg","Garg","Prashant",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59115525100","Abhilasha Varshney","Varshney","Abhilasha",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60251988600","Abhinanda Bhattacharya","Bhattacharya","Abhinanda",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0009-0007-9995-3563"
"59169449800","Abhishek Chauhan","Chauhan","Abhishek",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"58108741500","Afan Ahmed","Ahmed","Afan",1,"Sharda University","Greater Noida","India","",""
"58276966000","Saumya Srivastava","Srivastava","Saumya",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57215464192","M. A. Qazi","Qazi","M. A.",1,"Sharda University","Greater Noida","India","",""
"58916450600","Mohammad Mihal","Mihal","Mohammad",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58746154300","Jagriti Pal","Pal","Jagriti",1,"Sharda University","Greater Noida","India","",""
"58111224300","Anuj Verma","Verma","Anuj",1,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"57214823094","Harsimrut Kau","Kau","Harsimrut",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59102925200","Shivam Gupta","Gupta","Shivam",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59317602800","Rakesh Kumar","Kumar","Rakesh",1,"Sharda University","Greater Noida","India","",""
"58915718400","Drishti Malik","Malik","Drishti",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58136773300","S. Shubhang","Shubhang","S.",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59074999900","Pakhi Gupta","Gupta","Pakhi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59699543400","K. Manikyamba","Manikyamba","K.",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)","0000-0001-5789-3928"
"57191879096","Shaavi Mittal","Mittal","Shaavi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"58785489700","Jai Sanger","Sanger","Jai",1,"Sharda University","Greater Noida","India","",""
"59374007900","Asad Hassan Mohamoud","Mohamoud","Asad Hassan",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59910719100","Nidhi Singh","Singh","Nidhi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57213484227","Honey Arora","Arora","Honey",1,"Sharda University","Greater Noida","India","",""
"59137195800","Kirti Kumar","Kumar","Kirti",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59229647100","Pooja Rastogi","Rastogi","Pooja",1,"Sharda University","Greater Noida","India","Materials Science (all)",""
"58791082800","Neha Barari","Barari","Neha",1,"Sharda University","Greater Noida","India","",""
"57225387524","Rajesh Kumar Thakur","Thakur","Rajesh Kumar",1,"Sharda University","Greater Noida","India","",""
"57212741021","Shailender Gaur","Gaur","Shailender",1,"Sharda University","Greater Noida","India","",""
"57747298500","Ruchi Singh","Singh","Ruchi",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"57217583263","Singh Priyanka Jaiprakash","Jaiprakash","Singh Priyanka",1,"Sharda University","Greater Noida","India","Social Sciences (all)",""
"58132461500","Sonam Chaudhary","Chaudhary","Sonam",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57222228913","Amberbir Getaneh","Amberbir Getaneh","",1,"Sharda University","Greater Noida","India","",""
"59703866100","Avantika Sharma","Sharma","Avantika",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60369442900","Faiz E. Yawer","Yawer","Faiz E.",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58688902300","Kriss Gunjan","Gunjan","Kriss",1,"Sharda University","Greater Noida","India","",""
"57854578500","Aberam Natarajan","Natarajan","Aberam",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"57194684811","Ar Richa Malik","Malik","Ar Richa",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"60080269900","Ikrama Dayyabu Hayatu","Hayatu","Ikrama Dayyabu",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"57222230010","Azemtsop T. Manfo","Manfo","Azemtsop T.",1,"Sharda University","Greater Noida","India","",""
"59938008100","R. C. Singh","Singh","R. C.",1,"Sharda University","Greater Noida","India","",""
"59325101600","Barghavi V","V","Barghavi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"60368643100","Souvik Mondal","Mondal","Souvik",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57218172966","Satender Kumar","Kumar","Satender",1,"Sharda University","Greater Noida","India","",""
"57227122600","Arpan Roy","Roy","Arpan",1,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"57198405474","Ashok Bhatnagar","Bhatnagar","Ashok",1,"Sharda University","Greater Noida","India","",""
"58920591000","Mohd Ammar Nusrat","Nusrat","Mohd Ammar",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"58258706100","Watan Raj Thakur","Thakur","Watan Raj",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60054887100","Om Saraswat","Saraswat","Om",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60352716000","S. Suman","Suman","S.",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59000248900","Mayank Sharma","Sharma","Mayank",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"59349545600","Ankit Singh","Singh","Ankit",1,"Sharda University","Greater Noida","India","",""
"57701443600","Megha Singh","Singh","Megha",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59739039000","Akshay Kumar","Kumar","Akshay",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"57874697800","Suman Pokhrel","Pokhrel","Suman",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57740880500","Purti Mangal","Mangal","Purti",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57220383652","Keshav Bhagat","Bhagat","Keshav",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59597117700","S. Agrawal","Agrawal","S.",1,"Sharda University","Greater Noida","India","",""
"59321110400","Eliho Votsa","Votsa","Eliho",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"58826233400","Indira Priyadarshini","Priyadarshini","Indira",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58257596300","Shristee Srivastava","Srivastava","Shristee",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59914676700","Sapna Singh","Singh","Sapna",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59458933900","Ilboudo Mouniratou","Mouniratou","Ilboudo",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57217714249","Madhav Kumar","Kumar","Madhav",1,"Sharda University","Greater Noida","India","Dentistry (all)","0009-0009-8583-236X"
"59484914200","Parul Saini","Saini","Parul",1,"Sharda University","Greater Noida","India","Decision Sciences (all)",""
"60074432000","Rahul Singh","Singh","Rahul",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"60147129300","Mohd Arif","Arif","Mohd",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"59485050300","Manvi Sharma","Sharma","Manvi",1,"Sharda University","Greater Noida","India","Decision Sciences (all)",""
"57425828800","Abhilash Singh Maturia","Maturia","Abhilash Singh",1,"Sharda University","Greater Noida","India","",""
"60429681200","Serges Yandokoye","Yandokoye","Serges",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59090568900","Sapna Kumari","Kumari","Sapna",1,"Sharda University","Greater Noida","India","Materials Science (all)",""
"60411184300","Navneet Kumar Raja","Raja","Navneet Kumar",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58708781200","Prakriti Negi","Negi","Prakriti",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58798186500","Adnan Khurshid","Khurshid","Adnan",1,"Sharda University","Greater Noida","India","Energy (all)",""
"57313613200","Smriti Handoo","Handoo","Smriti",1,"Sharda University","Greater Noida","India","Arts and Humanities (all)",""
"58830430900","Vidit Kumar","Kumar","Vidit",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"60300747600","Rebekah Russel","Russel","Rebekah",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59773712700","Prashant Tiwari","Tiwari","Prashant",1,"Sharda University","Greater Noida","India","",""
"58149067900","Womba Lukama","Lukama","Womba",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58777420700","Prem S. Vashishistha","Vashishistha","Prem S.",1,"Sharda University","Greater Noida","India","Earth and Planetary Sciences (all)",""
"58315028500","Sandeep Dogra","Dogra","Sandeep",1,"Sharda University","Greater Noida","India","",""
"60216336300","Anjali Sirohi","Sirohi","Anjali",1,"Sharda University","Greater Noida","India","",""
"59775951700","Amit Upadhyay","Upadhyay","Amit",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"59456337700","Sneha Mohan","Mohan","Sneha",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"60149314400","Shraddha Sharma","Sharma","Shraddha",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60090955100","Abhinav Singh","Singh","Abhinav",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60197593600","Abhinav Sarkar","Sarkar","Abhinav",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58259098900","Shafaque Naaz","Naaz","Shafaque",1,"Sharda University","Greater Noida","India","Energy (all)",""
"58893614100","Hridey Dalal","Dalal","Hridey",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60103504300","Anand Kumar Mishra","Mishra","Anand Kumar",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58178719700","Anil Thapa","Thapa","Anil",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58259874200","Oma Junior Raffik","Raffik","Oma Junior",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57201433801","Krishna Raina","Raina","Krishna",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59505621600","Peer Maqbool Nuzhat","Nuzhat","Peer Maqbool",1,"Sharda University","Greater Noida","India","Chemical Engineering (all)",""
"57214822627","Antima Joon","Joon","Antima",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59434775700","Prateek Rastogi","Rastogi","Prateek",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"60028859500","Zahraddin Ali Jogana","Jogana","Zahraddin Ali",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"59697529000","Kavya Chandel","Chandel","Kavya",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"60096053900","Ayushmaan Mahajan","Mahajan","Ayushmaan",1,"Sharda University","Greater Noida","India","",""
"59971638000","Shubham Sharma","Sharma","Shubham",1,"Sharda University","Greater Noida","India","",""
"59738281900","Saransh Aggarwal","Aggarwal","Saransh",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57750703500","Shaveta","Shaveta","",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"57218250268","Nisha Kant Ojha","Kant Ojha","Nisha",1,"Sharda University","Greater Noida","India","Energy (all)",""
"59238782200","Arpit Kumar Singh","Singh","Arpit Kumar",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59703586300","Nagadamudi Vijay Karun Kumar","Karun Kumar","Nagadamudi Vijay",1,"Sharda University","Greater Noida","India","Decision Sciences (all)",""
"58305318900","Rachit Raj Saxena","Raj Saxena","Rachit",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"58723370400","Kalembo Vikalwe Shakrani","Shakrani","Kalembo Vikalwe",1,"Sharda University","Greater Noida","India","",""
"58948222900","Kanika Rajput","Rajput","Kanika",1,"Sharda University","Greater Noida","India","Energy (all)",""
"59349734700","Ayushi Gupta","Gupta","Ayushi",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59120737500","Vanshika Agarwal","Agarwal","Vanshika",1,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"59442602000","Gaurav Kumar Singh","Singh","Gaurav Kumar",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57686535600","Shrusti Sanket","Sanket","Shrusti",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59931922200","Archit Kumar Sinha","Sinha","Archit Kumar",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59490911700","Tanu Sharma","Sharma","Tanu",1,"Sharda University","Greater Noida","India","","0009-0002-0395-7783"
"59000572000","Sawadogo S. Mathurin","Mathurin","Sawadogo S.",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57226746419","Sakshi Kumar","Kumar","Sakshi",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"58304511200","Waseem Ramzaan Dar","Ramzaan Dar","Waseem",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59128551600","Karan Surana","Surana","Karan",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"57425890300","Salisu Abubakar","Abubakar","Salisu",1,"Sharda University","Greater Noida","India","",""
"57798437300","Apoorva Shetty","Shetty","Apoorva",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"59431658200","Vishal Rajput","Rajput","Vishal",1,"Sharda University","Greater Noida","India","",""
"59486292200","Raunak Kandoi","Kandoi","Raunak",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60261294300","N. Thakur","Thakur","N.",1,"Sharda University","Greater Noida","India","Energy (all)",""
"58265361000","Suvam Dhar","Dhar","Suvam",1,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"59137714900","Ishant Yadav","Yadav","Ishant",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60151618600","Monalisa Patra","Patra","Monalisa",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"58111272800","Shyam Sundar Das","Das","Shyam Sundar",1,"Sharda University","Greater Noida","India","Chemistry (all)",""
"60507472100","Abdurrasheed Abubakar Yunus","Yunus","Abdurrasheed Abubakar",1,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"59720080200","Payal Payal","Payal","Payal",1,"Sharda University","Greater Noida","India","",""
"58134556600","Ouattara Mohamad Lamine","Lamine","Ouattara Mohamad",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57462660900","Murtala Muhammad","Muhammad","Murtala",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59122209500","Utkarsh","Utkarsh","",1,"Sharda University","Greater Noida","India","Business, Management and Accounting (all)",""
"58978755600","Baban Mohan Mulik","Mohan Mulik","Baban",1,"Integral Bioscience Pvt. Ltd","Noida","India","",""
"57824313500","Anshil Bhatia","Bhatia","Anshil",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"58263647700","Ranvir Singh","Singh","Ranvir",1,"Sharda University","Greater Noida","India","Environmental Science (all)",""
"58905436100","Jecinta B. Beihrozi","Beihrozi","Jecinta B.",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"60367476700","Asthha Sah","Sah","Asthha",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"60131145100","Karma Sonam Yangdon","Yangdon","Karma Sonam",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57476977000","Sonam Mehta","Mehta","Sonam",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60076987700","Bashar Badamasi Lailaba","Lailaba","Bashar Badamasi",1,"Sharda University","Greater Noida","India","Materials Science (all)",""
"58496710100","Himani Garg","Garg","Himani",1,"Sharda University","Greater Noida","India","Medicine (all)",""
"57454911400","Asutosh Mohanty","Mohanty","Asutosh",1,"Sharda University","Greater Noida","India","",""
"60349717200","Simran Verma","Verma","Simran",1,"Sharda University","Greater Noida","India","Biochemistry, Genetics and Molecular Biology (all)",""
"60166553500","Srajan Sharma","Sharma","Srajan",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58370752000","Belay Zeleke","Zeleke","Belay",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"59929175800","Subhi Kumari","Kumari","Subhi",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59806828000","Lavanya Jain","Jain","Lavanya",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57476667300","Jayaraman Muthukuma-Ran","Muthukuma-Ran","Jayaraman",1,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"59662004700","Priyanshu Tiwari","Tiwari","Priyanshu",1,"Sharda University","Greater Noida","India","",""
"60158820600","Stephen Paye","Paye","Stephen",1,"Sharda University","Greater Noida","India","Physics and Astronomy (all)",""
"60156493100","Drishti Sarangi","Sarangi","Drishti",1,"Sharda University","Greater Noida","India","Pharmacology, Toxicology and Pharmaceutics (all)",""
"60430975800","Priyanka Tiwari","Tiwari","Priyanka",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"57462495800","Abubakar Mukhtar","Mukhtar","Abubakar",1,"Sharda University","Greater Noida","India","Engineering (all)",""
"60422020500","Mohammed Mikael Rashid","Rashid","Mohammed Mikael",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"60361965700","Bhavin Parekh","Parekh","Bhavin",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58515858400","Sneha Sinha","Sinha","Sneha",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"58178688200","Bhabishya Chaudhary","Chaudhary","Bhabishya",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
"59738572500","Satrughan Kumar","Kumar","Satrughan",1,"Sharda University","Greater Noida","India","Mathematics (all)",""
"59138023200","Akash Kumar","Kumar","Akash",1,"Sharda University","Greater Noida","India","Computer Science (all)",""
